Magnetic field (mT)	 Magnetization (arb. units)
1.200000e+02	-2.384563e-03
1.150000e+02	-2.379830e-03
1.100000e+02	-2.382450e-03
1.050000e+02	-2.385287e-03
1.000000e+02	-2.385337e-03
9.500000e+01	-2.385457e-03
9.000000e+01	-2.386447e-03
8.500000e+01	-2.384610e-03
8.000000e+01	-2.382120e-03
7.500000e+01	-2.381407e-03
7.000000e+01	-2.383143e-03
6.500000e+01	-2.383013e-03
6.000000e+01	-2.384183e-03
5.500000e+01	-2.384563e-03
5.000000e+01	-2.386457e-03
4.500000e+01	-2.386987e-03
4.000000e+01	-2.385670e-03
3.500000e+01	-2.388300e-03
3.000000e+01	-2.384787e-03
2.900000e+01	-2.385873e-03
2.800000e+01	-2.385533e-03
2.700000e+01	-2.385837e-03
2.600000e+01	-2.383523e-03
2.500000e+01	-2.386160e-03
2.400000e+01	-2.383667e-03
2.300000e+01	-2.384097e-03
2.200000e+01	-2.383843e-03
2.100000e+01	-2.380413e-03
2.000000e+01	-2.379760e-03
1.900000e+01	-2.383833e-03
1.800000e+01	-2.380257e-03
1.700000e+01	-2.385497e-03
1.600000e+01	-2.380870e-03
1.500000e+01	-2.382870e-03
1.400000e+01	-2.380977e-03
1.300000e+01	-2.385107e-03
1.200000e+01	-2.381853e-03
1.100000e+01	-2.380257e-03
1.000000e+01	-2.381093e-03
9.000000e+00	-2.378683e-03
8.000000e+00	-2.379573e-03
7.000000e+00	-2.376930e-03
6.000000e+00	-2.378917e-03
5.000000e+00	-2.376753e-03
4.750000e+00	-2.375553e-03
4.500000e+00	-2.375230e-03
4.250000e+00	-2.374513e-03
4.000000e+00	-2.374647e-03
3.750000e+00	-2.376270e-03
3.500000e+00	-2.375453e-03
3.250000e+00	-2.373620e-03
3.000000e+00	-2.371793e-03
2.750000e+00	-2.373727e-03
2.500000e+00	-2.373923e-03
2.250000e+00	-2.373427e-03
2.000000e+00	-2.373900e-03
1.750000e+00	-2.377667e-03
1.500000e+00	-2.372990e-03
1.250000e+00	-2.372440e-03
1.000000e+00	-2.373973e-03
9.500000e-01	-2.377660e-03
9.000000e-01	-2.374330e-03
8.500000e-01	-2.376723e-03
8.000000e-01	-2.372197e-03
7.500000e-01	-2.374893e-03
7.000000e-01	-2.370610e-03
6.500000e-01	-2.374420e-03
6.000000e-01	-2.370357e-03
5.500000e-01	-2.368970e-03
5.000000e-01	-2.367953e-03
4.500000e-01	-2.372327e-03
4.000000e-01	-2.371837e-03
3.500000e-01	-2.369260e-03
3.000000e-01	-2.366860e-03
2.500000e-01	-2.368920e-03
2.000000e-01	-2.364083e-03
1.500000e-01	-2.363297e-03
1.000000e-01	-2.365123e-03
5.000000e-02	-2.358653e-03
0.000000e+00	-2.361933e-03
-5.000000e-02	-2.364283e-03
-1.000000e-01	-2.364833e-03
-1.500000e-01	-2.362310e-03
-2.000000e-01	-2.364130e-03
-2.500000e-01	-2.364470e-03
-3.000000e-01	-2.367033e-03
-3.500000e-01	-2.365323e-03
-4.000000e-01	-2.364303e-03
-4.500000e-01	-2.365007e-03
-5.000000e-01	-2.366937e-03
-5.500000e-01	-2.367687e-03
-6.000000e-01	-2.365737e-03
-6.500000e-01	-2.359630e-03
-7.000000e-01	-2.361687e-03
-7.500000e-01	-2.361900e-03
-8.000000e-01	-2.363160e-03
-8.500000e-01	-2.358050e-03
-9.000000e-01	-2.351803e-03
-9.500000e-01	-2.341440e-03
-1.000000e+00	-2.330747e-03
-1.050000e+00	-2.319000e-03
-1.100000e+00	-2.014697e-03
-1.150000e+00	-1.809133e-03
-1.200000e+00	-1.468560e-03
-1.250000e+00	-1.182553e-03
-1.300000e+00	-6.612733e-05
-1.350000e+00	5.950570e-04
-1.400000e+00	1.014112e-03
-1.450000e+00	1.020331e-03
-1.500000e+00	1.021440e-03
-1.550000e+00	1.021313e-03
-1.600000e+00	1.020270e-03
-1.650000e+00	1.015903e-03
-1.700000e+00	1.014507e-03
-1.750000e+00	1.013203e-03
-1.800000e+00	1.010711e-03
-1.850000e+00	1.010413e-03
-1.900000e+00	1.006817e-03
-1.950000e+00	1.006847e-03
-2.000000e+00	1.001996e-03
-2.050000e+00	9.992730e-04
-2.100000e+00	9.957833e-04
-2.150000e+00	9.927520e-04
-2.200000e+00	9.960447e-04
-2.250000e+00	9.936713e-04
-2.300000e+00	9.953750e-04
-2.350000e+00	9.920153e-04
-2.400000e+00	9.964177e-04
-2.450000e+00	9.970470e-04
-2.500000e+00	9.982127e-04
-2.550000e+00	9.998163e-04
-2.600000e+00	9.988993e-04
-2.650000e+00	1.003071e-03
-2.700000e+00	1.002871e-03
-2.750000e+00	1.002894e-03
-2.800000e+00	1.004976e-03
-2.850000e+00	1.006687e-03
-2.900000e+00	1.006494e-03
-2.950000e+00	1.002698e-03
-3.000000e+00	1.004876e-03
-3.050000e+00	1.005064e-03
-3.100000e+00	1.006565e-03
-3.150000e+00	1.007157e-03
-3.200000e+00	1.003815e-03
-3.250000e+00	1.007937e-03
-3.300000e+00	1.001259e-03
-3.350000e+00	1.003277e-03
-3.400000e+00	1.003924e-03
-3.450000e+00	1.003200e-03
-3.500000e+00	1.003531e-03
-3.550000e+00	1.004400e-03
-3.600000e+00	1.002667e-03
-3.650000e+00	1.006180e-03
-3.700000e+00	1.006719e-03
-3.750000e+00	1.007589e-03
-3.800000e+00	1.006006e-03
-3.850000e+00	1.005348e-03
-3.900000e+00	1.005070e-03
-3.950000e+00	1.010689e-03
-4.000000e+00	1.006744e-03
-4.050000e+00	1.009046e-03
-4.100000e+00	1.008040e-03
-4.150000e+00	1.012847e-03
-4.200000e+00	1.012853e-03
-4.250000e+00	1.013887e-03
-4.300000e+00	1.013047e-03
-4.350000e+00	1.013473e-03
-4.400000e+00	1.015853e-03
-4.450000e+00	1.016430e-03
-4.500000e+00	1.012235e-03
-4.550000e+00	1.016693e-03
-4.600000e+00	1.017436e-03
-4.650000e+00	1.018912e-03
-4.700000e+00	1.020473e-03
-4.750000e+00	1.016960e-03
-4.800000e+00	1.018470e-03
-4.850000e+00	1.017559e-03
-4.900000e+00	1.017550e-03
-4.950000e+00	1.018387e-03
-5.000000e+00	1.017630e-03
-5.250000e+00	1.016235e-03
-5.500000e+00	1.019337e-03
-5.750000e+00	1.020187e-03
-6.000000e+00	1.022413e-03
-6.250000e+00	1.018483e-03
-6.500000e+00	1.018853e-03
-6.750000e+00	1.018437e-03
-7.000000e+00	1.018700e-03
-7.250000e+00	1.019690e-03
-7.500000e+00	1.018893e-03
-7.750000e+00	1.018153e-03
-8.000000e+00	1.019473e-03
-8.250000e+00	1.023033e-03
-8.500000e+00	1.020490e-03
-8.750000e+00	1.021283e-03
-9.000000e+00	1.021807e-03
-9.250000e+00	1.020593e-03
-9.500000e+00	1.020450e-03
-9.750000e+00	1.022160e-03
-1.000000e+01	1.021013e-03
-1.100000e+01	1.021560e-03
-1.200000e+01	1.020970e-03
-1.300000e+01	1.018143e-03
-1.400000e+01	1.018593e-03
-1.500000e+01	1.017117e-03
-1.600000e+01	1.017933e-03
-1.700000e+01	1.017090e-03
-1.800000e+01	1.017580e-03
-1.900000e+01	1.018957e-03
-2.000000e+01	1.016760e-03
-2.100000e+01	1.022643e-03
-2.200000e+01	1.020627e-03
-2.300000e+01	1.021260e-03
-2.400000e+01	1.022927e-03
-2.500000e+01	1.023550e-03
-2.600000e+01	1.021817e-03
-2.700000e+01	1.028733e-03
-2.800000e+01	1.026887e-03
-2.900000e+01	1.026620e-03
-3.000000e+01	1.027070e-03
-3.500000e+01	1.026963e-03
-4.000000e+01	1.031657e-03
-4.500000e+01	1.028933e-03
-5.000000e+01	1.030020e-03
-5.500000e+01	1.031153e-03
-6.000000e+01	1.032033e-03
-6.500000e+01	1.029747e-03
-7.000000e+01	1.030660e-03
-7.500000e+01	1.030807e-03
-8.000000e+01	1.029527e-03
-8.500000e+01	1.032177e-03
-9.000000e+01	1.032780e-03
-9.500000e+01	1.032893e-03
-1.000000e+02	1.030997e-03
-1.050000e+02	1.031110e-03
-1.100000e+02	1.034657e-03
-1.150000e+02	1.029400e-03
-1.200000e+02	1.026787e-03
-1.150000e+02	1.031997e-03
-1.100000e+02	1.030873e-03
-1.050000e+02	1.031517e-03
-1.000000e+02	1.026853e-03
-9.500000e+01	1.028907e-03
-9.000000e+01	1.029930e-03
-8.500000e+01	1.029250e-03
-8.000000e+01	1.028283e-03
-7.500000e+01	1.027917e-03
-7.000000e+01	1.028880e-03
-6.500000e+01	1.024233e-03
-6.000000e+01	1.028180e-03
-5.500000e+01	1.026070e-03
-5.000000e+01	1.029660e-03
-4.500000e+01	1.026880e-03
-4.000000e+01	1.028793e-03
-3.500000e+01	1.025863e-03
-3.000000e+01	1.023467e-03
-2.900000e+01	1.021170e-03
-2.800000e+01	1.023933e-03
-2.700000e+01	1.021687e-03
-2.600000e+01	1.021977e-03
-2.500000e+01	1.020373e-03
-2.400000e+01	1.023317e-03
-2.300000e+01	1.017890e-03
-2.200000e+01	1.022267e-03
-2.100000e+01	1.022263e-03
-2.000000e+01	1.020223e-03
-1.900000e+01	1.018990e-03
-1.800000e+01	1.020503e-03
-1.700000e+01	1.019557e-03
-1.600000e+01	1.023800e-03
-1.500000e+01	1.021553e-03
-1.400000e+01	1.023403e-03
-1.300000e+01	1.024787e-03
-1.200000e+01	1.022250e-03
-1.100000e+01	1.019383e-03
-1.000000e+01	1.017987e-03
-9.000000e+00	1.017950e-03
-8.000000e+00	1.018757e-03
-7.000000e+00	1.015625e-03
-6.000000e+00	1.014689e-03
-5.000000e+00	1.013737e-03
-4.750000e+00	1.015989e-03
-4.500000e+00	1.012680e-03
-4.250000e+00	1.014442e-03
-4.000000e+00	1.013387e-03
-3.750000e+00	1.012608e-03
-3.500000e+00	1.011320e-03
-3.250000e+00	1.013337e-03
-3.000000e+00	1.010951e-03
-2.750000e+00	1.011309e-03
-2.500000e+00	1.010983e-03
-2.250000e+00	1.012330e-03
-2.000000e+00	1.011392e-03
-1.750000e+00	1.011935e-03
-1.500000e+00	1.013437e-03
-1.250000e+00	1.010139e-03
-1.000000e+00	1.006536e-03
-9.500000e-01	1.004465e-03
-9.000000e-01	1.003152e-03
-8.500000e-01	1.003152e-03
-8.000000e-01	1.002817e-03
-7.500000e-01	1.005206e-03
-7.000000e-01	1.006752e-03
-6.500000e-01	1.000783e-03
-6.000000e-01	1.001648e-03
-5.500000e-01	1.001766e-03
-5.000000e-01	9.990613e-04
-4.500000e-01	1.000341e-03
-4.000000e-01	1.001950e-03
-3.500000e-01	1.000364e-03
-3.000000e-01	1.000078e-03
-2.500000e-01	1.002188e-03
-2.000000e-01	9.998313e-04
-1.500000e-01	9.987510e-04
-1.000000e-01	9.986540e-04
-5.000000e-02	9.981747e-04
0.000000e+00	9.969827e-04
5.000000e-02	9.988597e-04
1.000000e-01	9.981797e-04
1.500000e-01	9.986653e-04
2.000000e-01	9.973113e-04
2.500000e-01	9.991480e-04
3.000000e-01	9.982640e-04
3.500000e-01	9.970787e-04
4.000000e-01	9.977863e-04
4.500000e-01	1.000077e-03
5.000000e-01	9.988557e-04
5.500000e-01	9.997527e-04
6.000000e-01	9.994037e-04
6.500000e-01	9.965403e-04
7.000000e-01	9.877450e-04
7.500000e-01	9.665940e-04
8.000000e-01	9.497950e-04
8.500000e-01	9.301497e-04
9.000000e-01	9.239807e-04
9.500000e-01	9.067167e-04
1.000000e+00	7.150650e-04
1.050000e+00	6.567177e-04
1.100000e+00	4.337567e-04
1.150000e+00	1.981940e-04
1.200000e+00	3.546740e-05
1.250000e+00	-9.923377e-05
1.300000e+00	-2.355533e-04
1.350000e+00	-2.224020e-03
1.400000e+00	-2.268623e-03
1.450000e+00	-2.283407e-03
1.500000e+00	-2.285257e-03
1.550000e+00	-2.287957e-03
1.600000e+00	-2.336220e-03
1.650000e+00	-2.378040e-03
1.700000e+00	-2.376683e-03
1.750000e+00	-2.375737e-03
1.800000e+00	-2.374053e-03
1.850000e+00	-2.368870e-03
1.900000e+00	-2.370047e-03
