Magnetic field (mT)	 Magnetization (arb. units)
1.200000e+02	-2.627733e-03
1.150000e+02	-2.626153e-03
1.100000e+02	-2.625373e-03
1.050000e+02	-2.624127e-03
1.000000e+02	-2.621447e-03
9.500000e+01	-2.624430e-03
9.000000e+01	-2.623510e-03
8.500000e+01	-2.624813e-03
8.000000e+01	-2.625983e-03
7.500000e+01	-2.623300e-03
7.000000e+01	-2.622387e-03
6.500000e+01	-2.621520e-03
6.000000e+01	-2.620587e-03
5.500000e+01	-2.621733e-03
5.000000e+01	-2.621823e-03
4.500000e+01	-2.620170e-03
4.000000e+01	-2.621493e-03
3.500000e+01	-2.617440e-03
3.000000e+01	-2.614907e-03
2.900000e+01	-2.618437e-03
2.800000e+01	-2.617957e-03
2.700000e+01	-2.613333e-03
2.600000e+01	-2.615783e-03
2.500000e+01	-2.615803e-03
2.400000e+01	-2.616743e-03
2.300000e+01	-2.613390e-03
2.200000e+01	-2.613880e-03
2.100000e+01	-2.613447e-03
2.000000e+01	-2.611217e-03
1.900000e+01	-2.612657e-03
1.800000e+01	-2.612670e-03
1.700000e+01	-2.608230e-03
1.600000e+01	-2.605683e-03
1.500000e+01	-2.606610e-03
1.400000e+01	-2.604190e-03
1.300000e+01	-2.606740e-03
1.200000e+01	-2.601823e-03
1.100000e+01	-2.600560e-03
1.000000e+01	-2.600203e-03
9.000000e+00	-2.596643e-03
8.000000e+00	-2.593320e-03
7.000000e+00	-2.589300e-03
6.000000e+00	-2.585533e-03
5.000000e+00	-2.579760e-03
4.750000e+00	-2.576267e-03
4.500000e+00	-2.577007e-03
4.250000e+00	-2.574530e-03
4.000000e+00	-2.570777e-03
3.750000e+00	-2.571853e-03
3.500000e+00	-2.568860e-03
3.250000e+00	-2.565443e-03
3.000000e+00	-2.566200e-03
2.750000e+00	-2.562763e-03
2.500000e+00	-2.564640e-03
2.250000e+00	-2.562603e-03
2.000000e+00	-2.554043e-03
1.750000e+00	-2.556050e-03
1.500000e+00	-2.552217e-03
1.250000e+00	-2.551150e-03
1.000000e+00	-2.550783e-03
9.500000e-01	-2.549127e-03
9.000000e-01	-2.547490e-03
8.500000e-01	-2.545307e-03
8.000000e-01	-2.542300e-03
7.500000e-01	-2.541983e-03
7.000000e-01	-2.540400e-03
6.500000e-01	-2.543330e-03
6.000000e-01	-2.541227e-03
5.500000e-01	-2.540083e-03
5.000000e-01	-2.539327e-03
4.500000e-01	-2.537407e-03
4.000000e-01	-2.538497e-03
3.500000e-01	-2.539713e-03
3.000000e-01	-2.539797e-03
2.500000e-01	-2.537303e-03
2.000000e-01	-2.534577e-03
1.500000e-01	-2.536007e-03
1.000000e-01	-2.536090e-03
5.000000e-02	-2.534683e-03
0.000000e+00	-2.532197e-03
-5.000000e-02	-2.529293e-03
-1.000000e-01	-2.529290e-03
-1.500000e-01	-2.530293e-03
-2.000000e-01	-2.532287e-03
-2.500000e-01	-2.531923e-03
-3.000000e-01	-2.531773e-03
-3.500000e-01	-2.532677e-03
-4.000000e-01	-2.531437e-03
-4.500000e-01	-2.528633e-03
-5.000000e-01	-2.529797e-03
-5.500000e-01	-2.525987e-03
-6.000000e-01	-2.522640e-03
-6.500000e-01	-2.515230e-03
-7.000000e-01	-2.501993e-03
-7.500000e-01	-2.493617e-03
-8.000000e-01	-2.465603e-03
-8.500000e-01	-2.448590e-03
-9.000000e-01	-2.268487e-03
-9.500000e-01	-2.018553e-03
-1.000000e+00	-1.923187e-03
-1.050000e+00	-1.739773e-03
-1.100000e+00	-1.434987e-03
-1.150000e+00	1.334000e-04
-1.200000e+00	2.821855e-04
-1.250000e+00	5.484667e-04
-1.300000e+00	6.523217e-04
-1.350000e+00	6.985410e-04
-1.400000e+00	7.021557e-04
-1.450000e+00	7.058523e-04
-1.500000e+00	7.071830e-04
-1.550000e+00	7.052143e-04
-1.600000e+00	7.096877e-04
-1.650000e+00	7.078530e-04
-1.700000e+00	7.073060e-04
-1.750000e+00	7.112320e-04
-1.800000e+00	7.078383e-04
-1.850000e+00	7.139857e-04
-1.900000e+00	7.100487e-04
-1.950000e+00	7.153073e-04
-2.000000e+00	7.160407e-04
-2.050000e+00	7.152617e-04
-2.100000e+00	7.166487e-04
-2.150000e+00	7.213313e-04
-2.200000e+00	7.175310e-04
-2.250000e+00	7.166833e-04
-2.300000e+00	7.180997e-04
-2.350000e+00	7.169813e-04
-2.400000e+00	7.167697e-04
-2.450000e+00	7.167610e-04
-2.500000e+00	7.177020e-04
-2.550000e+00	7.187597e-04
-2.600000e+00	7.187963e-04
-2.650000e+00	7.204667e-04
-2.700000e+00	7.185240e-04
-2.750000e+00	7.236353e-04
-2.800000e+00	7.181173e-04
-2.850000e+00	7.243577e-04
-2.900000e+00	7.236287e-04
-2.950000e+00	7.221383e-04
-3.000000e+00	7.249377e-04
-3.050000e+00	7.234233e-04
-3.100000e+00	7.211997e-04
-3.150000e+00	7.247150e-04
-3.200000e+00	7.243840e-04
-3.250000e+00	7.282880e-04
