Magnetic field (mT)	 Magnetization (arb. units)
1.200000e+02	-8.492057e-05
1.150000e+02	-8.543537e-05
1.100000e+02	-8.160020e-05
1.050000e+02	-8.391690e-05
1.000000e+02	-8.251300e-05
9.500000e+01	-8.410073e-05
9.000000e+01	-8.183377e-05
8.500000e+01	-8.445333e-05
8.000000e+01	-8.293700e-05
7.500000e+01	-8.320307e-05
7.000000e+01	-8.039533e-05
6.500000e+01	-8.120217e-05
6.000000e+01	-7.885950e-05
5.500000e+01	-8.086040e-05
5.000000e+01	-8.070900e-05
4.500000e+01	-7.961877e-05
4.000000e+01	-7.826683e-05
3.500000e+01	-7.541153e-05
3.000000e+01	-7.146597e-05
2.900000e+01	-7.292830e-05
2.800000e+01	-7.078463e-05
2.700000e+01	-6.945863e-05
2.600000e+01	-6.666607e-05
2.500000e+01	-6.397947e-05
2.400000e+01	-6.248047e-05
2.300000e+01	-6.406600e-05
2.200000e+01	-6.411793e-05
2.100000e+01	-6.469977e-05
2.000000e+01	-6.196347e-05
1.900000e+01	-6.465870e-05
1.800000e+01	-6.048820e-05
1.700000e+01	-6.256483e-05
1.600000e+01	-5.987177e-05
1.500000e+01	-6.063313e-05
1.400000e+01	-5.506747e-05
1.300000e+01	-5.558010e-05
1.200000e+01	-5.401620e-05
1.100000e+01	-5.035187e-05
1.000000e+01	-4.482083e-05
9.000000e+00	-4.098780e-05
8.000000e+00	-3.838340e-05
7.000000e+00	-3.148523e-05
6.000000e+00	-2.798747e-05
5.000000e+00	-2.102010e-05
4.750000e+00	-2.055934e-05
4.500000e+00	-1.839410e-05
4.250000e+00	-1.545224e-05
4.000000e+00	-1.427985e-05
3.750000e+00	-1.254069e-05
3.500000e+00	-8.616830e-06
3.250000e+00	-9.133797e-06
3.000000e+00	-1.036247e-05
2.750000e+00	-2.551453e-06
2.500000e+00	-6.341227e-06
2.250000e+00	-3.450787e-07
2.000000e+00	-1.294683e-06
1.750000e+00	3.327883e-06
1.500000e+00	8.437147e-06
1.250000e+00	1.357020e-05
1.000000e+00	1.550837e-05
9.500000e-01	1.523150e-05
9.000000e-01	1.731020e-05
8.500000e-01	2.011580e-05
8.000000e-01	1.837447e-05
7.500000e-01	2.357027e-05
7.000000e-01	2.478810e-05
6.500000e-01	2.272667e-05
6.000000e-01	2.661810e-05
5.500000e-01	2.754390e-05
5.000000e-01	2.207555e-05
4.500000e-01	1.985837e-05
4.000000e-01	1.988650e-05
3.500000e-01	1.964420e-05
3.000000e-01	1.949713e-05
2.500000e-01	5.542223e-05
2.000000e-01	1.919253e-04
1.500000e-01	2.889883e-04
1.000000e-01	3.831807e-04
5.000000e-02	5.047697e-04
0.000000e+00	6.835400e-04
-5.000000e-02	8.487023e-04
-1.000000e-01	9.966603e-04
-1.500000e-01	1.164363e-03
-2.000000e-01	1.335153e-03
-2.500000e-01	1.449057e-03
-3.000000e-01	1.548800e-03
-3.500000e-01	1.664023e-03
-4.000000e-01	1.748197e-03
-4.500000e-01	1.825260e-03
-5.000000e-01	1.869310e-03
-5.500000e-01	1.887117e-03
-6.000000e-01	1.917230e-03
-6.500000e-01	1.941227e-03
-7.000000e-01	1.950180e-03
-7.500000e-01	1.957737e-03
-8.000000e-01	1.965133e-03
-8.500000e-01	1.970623e-03
-9.000000e-01	1.975777e-03
-9.500000e-01	1.980793e-03
-1.000000e+00	1.987677e-03
-1.050000e+00	1.990583e-03
-1.100000e+00	1.996437e-03
-1.150000e+00	2.004693e-03
-1.200000e+00	2.007710e-03
-1.250000e+00	2.013423e-03
-1.300000e+00	2.020240e-03
-1.350000e+00	2.027723e-03
-1.400000e+00	2.026380e-03
-1.450000e+00	2.034723e-03
-1.500000e+00	2.038400e-03
-1.550000e+00	2.045537e-03
-1.600000e+00	2.043277e-03
-1.650000e+00	2.054720e-03
-1.700000e+00	2.055350e-03
-1.750000e+00	2.063637e-03
-1.800000e+00	2.068520e-03
-1.850000e+00	2.073907e-03
-1.900000e+00	2.082047e-03
-1.950000e+00	2.087643e-03
-2.000000e+00	2.088727e-03
-2.050000e+00	2.099977e-03
-2.100000e+00	2.106363e-03
-2.150000e+00	2.114260e-03
-2.200000e+00	2.123000e-03
-2.250000e+00	2.126263e-03
-2.300000e+00	2.274313e-03
-2.350000e+00	2.335853e-03
-2.400000e+00	2.431040e-03
-2.450000e+00	2.519377e-03
-2.500000e+00	2.629050e-03
-2.550000e+00	2.744407e-03
-2.600000e+00	2.805180e-03
-2.650000e+00	3.039827e-03
-2.700000e+00	3.126537e-03
-2.750000e+00	3.164723e-03
-2.800000e+00	3.208523e-03
-2.850000e+00	3.241070e-03
-2.900000e+00	3.259173e-03
-2.950000e+00	3.272163e-03
-3.000000e+00	3.274310e-03
-3.050000e+00	3.279493e-03
-3.100000e+00	3.283080e-03
-3.150000e+00	3.282467e-03
-3.200000e+00	3.283183e-03
-3.250000e+00	3.285630e-03
-3.300000e+00	3.280150e-03
-3.350000e+00	3.282960e-03
-3.400000e+00	3.281277e-03
-3.450000e+00	3.285973e-03
-3.500000e+00	3.284810e-03
-3.550000e+00	3.283287e-03
-3.600000e+00	3.280777e-03
-3.650000e+00	3.286497e-03
-3.700000e+00	3.287260e-03
-3.750000e+00	3.287910e-03
-3.800000e+00	3.286500e-03
-3.850000e+00	3.286233e-03
-3.900000e+00	3.288263e-03
-3.950000e+00	3.288577e-03
-4.000000e+00	3.288810e-03
-4.050000e+00	3.288123e-03
-4.100000e+00	3.288007e-03
-4.150000e+00	3.286527e-03
-4.200000e+00	3.290897e-03
-4.250000e+00	3.290127e-03
-4.300000e+00	3.293313e-03
-4.350000e+00	3.287067e-03
-4.400000e+00	3.291377e-03
-4.450000e+00	3.290643e-03
-4.500000e+00	3.291457e-03
-4.550000e+00	3.292503e-03
-4.600000e+00	3.289240e-03
-4.650000e+00	3.290817e-03
-4.700000e+00	3.293233e-03
-4.750000e+00	3.294480e-03
-4.800000e+00	3.294200e-03
-4.850000e+00	3.291873e-03
-4.900000e+00	3.290483e-03
-4.950000e+00	3.291447e-03
-5.000000e+00	3.293490e-03
-5.250000e+00	3.291993e-03
-5.500000e+00	3.294733e-03
-5.750000e+00	3.295583e-03
-6.000000e+00	3.298067e-03
-6.250000e+00	3.297997e-03
-6.500000e+00	3.296353e-03
-6.750000e+00	3.297500e-03
-7.000000e+00	3.299480e-03
-7.250000e+00	3.298183e-03
-7.500000e+00	3.301327e-03
-7.750000e+00	3.301453e-03
-8.000000e+00	3.303507e-03
-8.250000e+00	3.301567e-03
-8.500000e+00	3.306647e-03
-8.750000e+00	3.305027e-03
-9.000000e+00	3.306607e-03
-9.250000e+00	3.304317e-03
-9.500000e+00	3.306587e-03
-9.750000e+00	3.305043e-03
-1.000000e+01	3.312023e-03
-1.100000e+01	3.307777e-03
-1.200000e+01	3.312510e-03
-1.300000e+01	3.314247e-03
-1.400000e+01	3.316913e-03
-1.500000e+01	3.316347e-03
-1.600000e+01	3.319890e-03
-1.700000e+01	3.319770e-03
-1.800000e+01	3.318377e-03
-1.900000e+01	3.321847e-03
-2.000000e+01	3.323990e-03
-2.100000e+01	3.323467e-03
-2.200000e+01	3.325297e-03
-2.300000e+01	3.325007e-03
-2.400000e+01	3.324060e-03
-2.500000e+01	3.323840e-03
-2.600000e+01	3.327963e-03
-2.700000e+01	3.329153e-03
-2.800000e+01	3.328983e-03
-2.900000e+01	3.329067e-03
-3.000000e+01	3.329220e-03
-3.500000e+01	3.330630e-03
-4.000000e+01	3.329777e-03
-4.500000e+01	3.329033e-03
-5.000000e+01	3.329540e-03
-5.500000e+01	3.325043e-03
-6.000000e+01	3.329510e-03
-6.500000e+01	3.327123e-03
-7.000000e+01	3.325533e-03
-7.500000e+01	3.323803e-03
-8.000000e+01	3.322613e-03
-8.500000e+01	3.324470e-03
-9.000000e+01	3.324867e-03
-9.500000e+01	3.322543e-03
-1.000000e+02	3.319533e-03
-1.050000e+02	3.318983e-03
-1.100000e+02	3.325523e-03
-1.150000e+02	3.321983e-03
-1.200000e+02	3.322770e-03
-1.150000e+02	3.322493e-03
-1.100000e+02	3.322433e-03
-1.050000e+02	3.315430e-03
-1.000000e+02	3.319590e-03
-9.500000e+01	3.321027e-03
-9.000000e+01	3.319520e-03
-8.500000e+01	3.323723e-03
-8.000000e+01	3.320470e-03
-7.500000e+01	3.319970e-03
-7.000000e+01	3.321697e-03
-6.500000e+01	3.320980e-03
-6.000000e+01	3.318873e-03
-5.500000e+01	3.320793e-03
-5.000000e+01	3.320223e-03
-4.500000e+01	3.315993e-03
-4.000000e+01	3.321943e-03
-3.500000e+01	3.319900e-03
-3.000000e+01	3.318657e-03
-2.900000e+01	3.315287e-03
-2.800000e+01	3.318587e-03
-2.700000e+01	3.319483e-03
-2.600000e+01	3.319667e-03
-2.500000e+01	3.318240e-03
-2.400000e+01	3.319293e-03
-2.300000e+01	3.317880e-03
-2.200000e+01	3.320793e-03
-2.100000e+01	3.319083e-03
-2.000000e+01	3.315580e-03
-1.900000e+01	3.315707e-03
-1.800000e+01	3.321127e-03
-1.700000e+01	3.318930e-03
-1.600000e+01	3.316037e-03
-1.500000e+01	3.316040e-03
-1.400000e+01	3.310280e-03
-1.300000e+01	3.308820e-03
-1.200000e+01	3.306777e-03
-1.100000e+01	3.308903e-03
-1.000000e+01	3.304500e-03
-9.000000e+00	3.302340e-03
-8.000000e+00	3.297780e-03
-7.000000e+00	3.292973e-03
-6.000000e+00	3.290043e-03
-5.000000e+00	3.285490e-03
-4.750000e+00	3.284283e-03
-4.500000e+00	3.284560e-03
-4.250000e+00	3.284330e-03
-4.000000e+00	3.285763e-03
-3.750000e+00	3.283527e-03
-3.500000e+00	3.281773e-03
-3.250000e+00	3.276220e-03
-3.000000e+00	3.277900e-03
-2.750000e+00	3.276613e-03
-2.500000e+00	3.276413e-03
-2.250000e+00	3.275223e-03
-2.000000e+00	3.270173e-03
-1.750000e+00	3.267187e-03
-1.500000e+00	3.261557e-03
