Magnetic field (mT)	 Magnetization (arb. units)
1.200000e+02	-2.717127e-03
1.150000e+02	-2.718410e-03
1.100000e+02	-2.719867e-03
1.050000e+02	-2.718533e-03
1.000000e+02	-2.719347e-03
9.500000e+01	-2.722400e-03
9.000000e+01	-2.717790e-03
8.500000e+01	-2.721003e-03
8.000000e+01	-2.719140e-03
7.500000e+01	-2.718210e-03
7.000000e+01	-2.720317e-03
6.500000e+01	-2.719090e-03
6.000000e+01	-2.720707e-03
5.500000e+01	-2.723140e-03
5.000000e+01	-2.722440e-03
4.500000e+01	-2.719583e-03
4.000000e+01	-2.721060e-03
3.500000e+01	-2.721133e-03
3.000000e+01	-2.717907e-03
2.900000e+01	-2.721587e-03
2.800000e+01	-2.721400e-03
2.700000e+01	-2.722107e-03
2.600000e+01	-2.723010e-03
2.500000e+01	-2.722240e-03
2.400000e+01	-2.720843e-03
2.300000e+01	-2.721133e-03
2.200000e+01	-2.723353e-03
2.100000e+01	-2.719480e-03
2.000000e+01	-2.721360e-03
1.900000e+01	-2.722517e-03
1.800000e+01	-2.724563e-03
1.700000e+01	-2.722863e-03
1.600000e+01	-2.724207e-03
1.500000e+01	-2.722913e-03
1.400000e+01	-2.726357e-03
1.300000e+01	-2.723633e-03
1.200000e+01	-2.721487e-03
1.100000e+01	-2.718760e-03
1.000000e+01	-2.719240e-03
9.000000e+00	-2.718133e-03
8.000000e+00	-2.716470e-03
7.000000e+00	-2.715643e-03
6.000000e+00	-2.712100e-03
5.000000e+00	-2.712743e-03
4.750000e+00	-2.713363e-03
4.500000e+00	-2.711587e-03
4.250000e+00	-2.707557e-03
4.000000e+00	-2.706990e-03
3.750000e+00	-2.709247e-03
3.500000e+00	-2.707803e-03
3.250000e+00	-2.706130e-03
3.000000e+00	-2.709583e-03
2.750000e+00	-2.707407e-03
2.500000e+00	-2.706053e-03
2.250000e+00	-2.708847e-03
2.000000e+00	-2.706347e-03
1.750000e+00	-2.705410e-03
1.500000e+00	-2.706137e-03
1.250000e+00	-2.702203e-03
1.000000e+00	-2.702250e-03
9.500000e-01	-2.699883e-03
9.000000e-01	-2.703553e-03
8.500000e-01	-2.699960e-03
8.000000e-01	-2.703870e-03
7.500000e-01	-2.702607e-03
7.000000e-01	-2.458503e-03
6.500000e-01	-2.272027e-03
6.000000e-01	-2.185087e-03
5.500000e-01	-2.111560e-03
5.000000e-01	-2.071950e-03
4.500000e-01	-2.020710e-03
4.000000e-01	-1.972590e-03
3.500000e-01	-1.928567e-03
3.000000e-01	-1.895497e-03
2.500000e-01	-1.856483e-03
2.000000e-01	-1.804860e-03
1.500000e-01	-1.767483e-03
1.000000e-01	-1.720947e-03
5.000000e-02	-1.693003e-03
0.000000e+00	-1.663163e-03
-5.000000e-02	-1.637350e-03
-1.000000e-01	-1.617317e-03
-1.500000e-01	-1.599567e-03
-2.000000e-01	-1.567113e-03
-2.500000e-01	-1.537853e-03
-3.000000e-01	-1.518720e-03
-3.500000e-01	-1.474447e-03
-4.000000e-01	-1.445240e-03
-4.500000e-01	-1.427437e-03
-5.000000e-01	-1.412813e-03
-5.500000e-01	-1.406343e-03
-6.000000e-01	-1.397957e-03
-6.500000e-01	-1.387337e-03
-7.000000e-01	-1.383540e-03
-7.500000e-01	-1.376643e-03
-8.000000e-01	-1.370720e-03
-8.500000e-01	-1.363427e-03
-9.000000e-01	-1.360247e-03
-9.500000e-01	-1.352403e-03
-1.000000e+00	-1.293617e-03
-1.050000e+00	-1.214519e-03
-1.100000e+00	-1.075592e-03
-1.150000e+00	-7.744923e-05
-1.200000e+00	3.097347e-04
-1.250000e+00	5.228100e-04
-1.300000e+00	6.056807e-04
-1.350000e+00	6.429840e-04
-1.400000e+00	6.441087e-04
-1.450000e+00	6.523307e-04
-1.500000e+00	6.479070e-04
-1.550000e+00	6.482463e-04
-1.600000e+00	6.483070e-04
-1.650000e+00	6.492913e-04
