% Date and time: 2019-03-14 15:45
% Measurement type: Single spectrum
% Initial holding time: 0 seconds
% Integration type: MED
% Integration time: 16
%    Bias [V]	  Freq1 [Hz]	    Cap1 [F]	Cond1 [S/Hz]	
        0.00	     1000000	   1.438E-09	   1.594E-10	
       -0.05	     1000000	   1.389E-09	   1.487E-10	
       -0.10	     1000000	   1.345E-09	   1.395E-10	
       -0.15	     1000000	   1.304E-09	   1.313E-10	
       -0.20	     1000000	   1.267E-09	   1.240E-10	
       -0.25	     1000000	   1.233E-09	   1.176E-10	
       -0.30	     1000000	   1.202E-09	   1.117E-10	
       -0.35	     1000000	   1.173E-09	   1.065E-10	
       -0.40	     1000000	   1.146E-09	   1.018E-10	
       -0.45	     1000000	   1.121E-09	   9.743E-11	
       -0.50	     1000000	   1.097E-09	   9.348E-11	
       -0.55	     1000000	   1.076E-09	   8.984E-11	
       -0.60	     1000000	   1.055E-09	   8.647E-11	
       -0.65	     1000000	   1.035E-09	   8.335E-11	
       -0.70	     1000000	   1.017E-09	   8.048E-11	
       -0.75	     1000000	   9.995E-10	   7.779E-11	
       -0.80	     1000000	   9.831E-10	   7.530E-11	
       -0.85	     1000000	   9.674E-10	   7.296E-11	
       -0.90	     1000000	   9.524E-10	   7.074E-11	
       -0.95	     1000000	   9.382E-10	   6.869E-11	
       -1.00	     1000000	   9.247E-10	   6.676E-11	
       -1.05	     1000000	   9.117E-10	   6.493E-11	
       -1.10	     1000000	   8.992E-10	   6.320E-11	
       -1.15	     1000000	   8.873E-10	   6.158E-11	
       -1.20	     1000000	   8.759E-10	   6.003E-11	
       -1.25	     1000000	   8.649E-10	   5.858E-11	
       -1.30	     1000000	   8.544E-10	   5.720E-11	
       -1.35	     1000000	   8.442E-10	   5.587E-11	
       -1.40	     1000000	   8.344E-10	   5.462E-11	
       -1.45	     1000000	   8.250E-10	   5.343E-11	
       -1.50	     1000000	   8.158E-10	   5.228E-11	
       -1.55	     1000000	   8.070E-10	   5.120E-11	
       -1.60	     1000000	   7.985E-10	   5.016E-11	
       -1.65	     1000000	   7.902E-10	   4.914E-11	
       -1.70	     1000000	   7.823E-10	   4.821E-11	
       -1.75	     1000000	   7.745E-10	   4.730E-11	
       -1.80	     1000000	   7.670E-10	   4.642E-11	
       -1.85	     1000000	   7.596E-10	   4.557E-11	
       -1.90	     1000000	   7.526E-10	   4.476E-11	
       -1.95	     1000000	   7.457E-10	   4.396E-11	
       -2.00	     1000000	   7.391E-10	   4.321E-11	
       -2.05	     1000000	   7.326E-10	   4.248E-11	
       -2.10	     1000000	   7.263E-10	   4.176E-11	
       -2.15	     1000000	   7.202E-10	   4.109E-11	
       -2.20	     1000000	   7.142E-10	   4.043E-11	
       -2.25	     1000000	   7.084E-10	   3.980E-11	
       -2.30	     1000000	   7.027E-10	   3.921E-11	
       -2.35	     1000000	   6.972E-10	   3.862E-11	
       -2.40	     1000000	   6.917E-10	   3.805E-11	
       -2.45	     1000000	   6.865E-10	   3.749E-11	
       -2.50	     1000000	   6.814E-10	   3.698E-11	
       -2.55	     1000000	   6.763E-10	   3.648E-11	
       -2.60	     1000000	   6.714E-10	   3.598E-11	
       -2.65	     1000000	   6.666E-10	   3.549E-11	
       -2.70	     1000000	   6.619E-10	   3.503E-11	
       -2.75	     1000000	   6.573E-10	   3.457E-11	
       -2.80	     1000000	   6.529E-10	   3.414E-11	
       -2.85	     1000000	   6.485E-10	   3.373E-11	
       -2.90	     1000000	   6.442E-10	   3.330E-11	
       -2.95	     1000000	   6.400E-10	   3.289E-11	
       -3.00	     1000000	   6.359E-10	   3.252E-11	
       -3.05	     1000000	   6.319E-10	   3.214E-11	
       -3.10	     1000000	   6.280E-10	   3.178E-11	
       -3.15	     1000000	   6.241E-10	   3.144E-11	
       -3.20	     1000000	   6.204E-10	   3.111E-11	
       -3.25	     1000000	   6.167E-10	   3.081E-11	
       -3.30	     1000000	   6.130E-10	   3.048E-11	
       -3.35	     1000000	   6.095E-10	   3.017E-11	
       -3.40	     1000000	   6.059E-10	   2.986E-11	
       -3.45	     1000000	   6.025E-10	   2.955E-11	
       -3.50	     1000000	   5.992E-10	   2.929E-11	
       -3.55	     1000000	   5.958E-10	   2.902E-11	
       -3.60	     1000000	   5.926E-10	   2.874E-11	
       -3.65	     1000000	   5.893E-10	   2.846E-11	
       -3.70	     1000000	   5.862E-10	   2.821E-11	
       -3.75	     1000000	   5.831E-10	   2.795E-11	
       -3.80	     1000000	   5.800E-10	   2.771E-11	
       -3.85	     1000000	   5.771E-10	   2.748E-11	
