% Date and time: 2019-03-14 14:56
% Measurement type: Single spectrum
% Initial holding time: 0 seconds
% Integration type: MED
% Integration time: 16
%    Bias [V]	  Freq1 [Hz]	    Cap1 [F]	Cond1 [S/Hz]	
        0.00	     1000000	   1.383E-09	   1.607E-10	
       -0.05	     1000000	   1.340E-09	   1.508E-10	
       -0.10	     1000000	   1.302E-09	   1.424E-10	
       -0.15	     1000000	   1.267E-09	   1.348E-10	
       -0.20	     1000000	   1.234E-09	   1.281E-10	
       -0.25	     1000000	   1.205E-09	   1.220E-10	
       -0.30	     1000000	   1.177E-09	   1.165E-10	
       -0.35	     1000000	   1.151E-09	   1.116E-10	
       -0.40	     1000000	   1.127E-09	   1.070E-10	
       -0.45	     1000000	   1.105E-09	   1.028E-10	
       -0.50	     1000000	   1.083E-09	   9.892E-11	
       -0.55	     1000000	   1.063E-09	   9.533E-11	
       -0.60	     1000000	   1.044E-09	   9.199E-11	
       -0.65	     1000000	   1.026E-09	   8.886E-11	
       -0.70	     1000000	   1.009E-09	   8.596E-11	
       -0.75	     1000000	   9.929E-10	   8.324E-11	
       -0.80	     1000000	   9.776E-10	   8.070E-11	
       -0.85	     1000000	   9.628E-10	   7.830E-11	
       -0.90	     1000000	   9.487E-10	   7.605E-11	
       -0.95	     1000000	   9.352E-10	   7.391E-11	
       -1.00	     1000000	   9.223E-10	   7.189E-11	
       -1.05	     1000000	   9.099E-10	   7.000E-11	
       -1.10	     1000000	   8.979E-10	   6.819E-11	
       -1.15	     1000000	   8.864E-10	   6.648E-11	
       -1.20	     1000000	   8.754E-10	   6.485E-11	
       -1.25	     1000000	   8.648E-10	   6.330E-11	
       -1.30	     1000000	   8.545E-10	   6.183E-11	
       -1.35	     1000000	   8.446E-10	   6.042E-11	
       -1.40	     1000000	   8.350E-10	   5.908E-11	
       -1.45	     1000000	   8.258E-10	   5.778E-11	
       -1.50	     1000000	   8.168E-10	   5.656E-11	
       -1.55	     1000000	   8.081E-10	   5.538E-11	
       -1.60	     1000000	   7.997E-10	   5.424E-11	
       -1.65	     1000000	   7.915E-10	   5.315E-11	
       -1.70	     1000000	   7.836E-10	   5.212E-11	
       -1.75	     1000000	   7.759E-10	   5.111E-11	
       -1.80	     1000000	   7.683E-10	   5.013E-11	
       -1.85	     1000000	   7.610E-10	   4.920E-11	
       -1.90	     1000000	   7.540E-10	   4.831E-11	
       -1.95	     1000000	   7.470E-10	   4.743E-11	
       -2.00	     1000000	   7.402E-10	   4.658E-11	
       -2.05	     1000000	   7.337E-10	   4.577E-11	
       -2.10	     1000000	   7.272E-10	   4.498E-11	
       -2.15	     1000000	   7.209E-10	   4.424E-11	
       -2.20	     1000000	   7.148E-10	   4.350E-11	
       -2.25	     1000000	   7.088E-10	   4.277E-11	
       -2.30	     1000000	   7.029E-10	   4.208E-11	
       -2.35	     1000000	   6.972E-10	   4.140E-11	
       -2.40	     1000000	   6.915E-10	   4.076E-11	
       -2.45	     1000000	   6.860E-10	   4.013E-11	
       -2.50	     1000000	   6.806E-10	   3.951E-11	
       -2.55	     1000000	   6.753E-10	   3.891E-11	
       -2.60	     1000000	   6.701E-10	   3.834E-11	
       -2.65	     1000000	   6.650E-10	   3.777E-11	
       -2.70	     1000000	   6.599E-10	   3.722E-11	
       -2.75	     1000000	   6.550E-10	   3.668E-11	
       -2.80	     1000000	   6.501E-10	   3.615E-11	
       -2.85	     1000000	   6.453E-10	   3.566E-11	
       -2.90	     1000000	   6.406E-10	   3.515E-11	
       -2.95	     1000000	   6.360E-10	   3.466E-11	
       -3.00	     1000000	   6.314E-10	   3.418E-11	
       -3.05	     1000000	   6.269E-10	   3.373E-11	
       -3.10	     1000000	   6.225E-10	   3.328E-11	
       -3.15	     1000000	   6.181E-10	   3.283E-11	
       -3.20	     1000000	   6.137E-10	   3.240E-11	
       -3.25	     1000000	   6.094E-10	   3.198E-11	
       -3.30	     1000000	   6.052E-10	   3.156E-11	
       -3.35	     1000000	   6.010E-10	   3.116E-11	
       -3.40	     1000000	   5.968E-10	   3.076E-11	
       -3.45	     1000000	   5.927E-10	   3.038E-11	
       -3.50	     1000000	   5.886E-10	   2.997E-11	
       -3.55	     1000000	   5.846E-10	   2.959E-11	
       -3.60	     1000000	   5.806E-10	   2.922E-11	
       -3.65	     1000000	   5.766E-10	   2.886E-11	
       -3.70	     1000000	   5.726E-10	   2.852E-11	
       -3.75	     1000000	   5.687E-10	   2.816E-11	
       -3.80	     1000000	   5.648E-10	   2.780E-11	
       -3.85	     1000000	   5.609E-10	   2.747E-11	
       -3.90	     1000000	   5.570E-10	   2.711E-11	
       -3.95	     1000000	   5.531E-10	   2.680E-11	
       -4.00	     1000000	   5.493E-10	   2.647E-11	
       -4.05	     1000000	   5.455E-10	   2.616E-11	
       -4.10	     1000000	   5.417E-10	   2.586E-11	
       -4.15	     1000000	   5.379E-10	   2.553E-11	
       -4.20	     1000000	   5.341E-10	   2.523E-11	
       -4.25	     1000000	   5.303E-10	   2.493E-11	
       -4.30	     1000000	   5.268E-10	   2.473E-11	
       -4.35	     1000000	   5.231E-10	   2.445E-11	
       -4.40	     1000000	   5.194E-10	   2.417E-11	
       -4.45	     1000000	   5.157E-10	   2.390E-11	
       -4.50	     1000000	   5.121E-10	   2.362E-11	
       -4.55	     1000000	   5.084E-10	   2.335E-11	
       -4.60	     1000000	   5.048E-10	   2.310E-11	
       -4.65	     1000000	   5.013E-10	   2.287E-11	
       -4.70	     1000000	   4.977E-10	   2.262E-11	
       -4.75	     1000000	   4.943E-10	   2.238E-11	
