Magnetic field (mT)	 Magnetization (arb. units)
1.250000e+02	-1.713660e-03
1.200000e+02	-1.714970e-03
1.150000e+02	-1.718373e-03
1.100000e+02	-1.710267e-03
1.050000e+02	-1.709897e-03
1.000000e+02	-1.713970e-03
9.500000e+01	-1.708917e-03
9.000000e+01	-1.713377e-03
8.500000e+01	-1.708147e-03
8.000000e+01	-1.712443e-03
7.500000e+01	-1.705617e-03
7.000000e+01	-1.710333e-03
6.500000e+01	-1.717373e-03
6.000000e+01	-1.709207e-03
5.900000e+01	-1.711397e-03
5.800000e+01	-1.711510e-03
5.700000e+01	-1.707403e-03
5.600000e+01	-1.708360e-03
5.500000e+01	-1.705860e-03
5.400000e+01	-1.706440e-03
5.300000e+01	-1.708003e-03
5.200000e+01	-1.700563e-03
5.100000e+01	-1.700683e-03
5.000000e+01	-1.707363e-03
4.900000e+01	-1.704390e-03
4.800000e+01	-1.699693e-03
4.700000e+01	-1.701937e-03
4.600000e+01	-1.707683e-03
4.500000e+01	-1.704633e-03
4.400000e+01	-1.699870e-03
4.300000e+01	-1.705370e-03
4.200000e+01	-1.700730e-03
4.100000e+01	-1.703687e-03
4.000000e+01	-1.703530e-03
3.900000e+01	-1.696720e-03
3.800000e+01	-1.701630e-03
3.700000e+01	-1.700680e-03
3.600000e+01	-1.697627e-03
3.500000e+01	-1.698760e-03
3.400000e+01	-1.693920e-03
3.300000e+01	-1.692147e-03
3.200000e+01	-1.688707e-03
3.100000e+01	-1.698383e-03
3.000000e+01	-1.697897e-03
2.900000e+01	-1.690453e-03
2.800000e+01	-1.694650e-03
2.700000e+01	-1.697687e-03
2.600000e+01	-1.687023e-03
2.500000e+01	-1.688513e-03
2.400000e+01	-1.688773e-03
2.300000e+01	-1.688000e-03
2.200000e+01	-1.684453e-03
2.100000e+01	-1.681430e-03
2.000000e+01	-1.681537e-03
1.900000e+01	-1.675327e-03
1.800000e+01	-1.674480e-03
1.700000e+01	-1.672820e-03
1.600000e+01	-1.668333e-03
1.500000e+01	-1.668847e-03
1.400000e+01	-1.664620e-03
1.300000e+01	-1.657843e-03
1.200000e+01	-1.659377e-03
1.100000e+01	-1.660800e-03
1.000000e+01	-1.652437e-03
9.000000e+00	-1.649773e-03
8.000000e+00	-1.642617e-03
7.000000e+00	-1.642217e-03
6.000000e+00	-1.632070e-03
5.000000e+00	-1.629310e-03
4.000000e+00	-1.625257e-03
3.000000e+00	-1.614520e-03
2.000000e+00	-1.613013e-03
1.950000e+00	-1.611887e-03
1.900000e+00	-1.608740e-03
1.850000e+00	-1.609707e-03
1.800000e+00	-1.610453e-03
1.750000e+00	-1.611517e-03
1.700000e+00	-1.611163e-03
1.650000e+00	-1.609983e-03
1.600000e+00	-1.612110e-03
1.550000e+00	-1.603163e-03
1.500000e+00	-1.604923e-03
1.450000e+00	-1.608960e-03
1.400000e+00	-1.606973e-03
1.350000e+00	-1.611423e-03
1.300000e+00	-1.605400e-03
1.250000e+00	-1.608133e-03
1.200000e+00	-1.606220e-03
1.150000e+00	-1.604540e-03
1.100000e+00	-1.606013e-03
1.050000e+00	-1.609487e-03
1.000000e+00	-1.606417e-03
9.500000e-01	-1.602420e-03
9.000000e-01	-1.602843e-03
8.500000e-01	-1.603610e-03
8.000000e-01	-1.601163e-03
7.500000e-01	-1.600060e-03
7.000000e-01	-1.602133e-03
6.500000e-01	-1.602787e-03
6.000000e-01	-1.601567e-03
5.500000e-01	-1.602127e-03
5.000000e-01	-1.598350e-03
4.500000e-01	-1.597943e-03
4.000000e-01	-1.600713e-03
3.500000e-01	-1.602423e-03
3.000000e-01	-1.600667e-03
2.500000e-01	-1.603740e-03
2.000000e-01	-1.597490e-03
1.500000e-01	-1.597017e-03
1.000000e-01	-1.601800e-03
5.000000e-02	-1.596463e-03
0.000000e+00	-1.597307e-03
-5.000000e-02	-1.597107e-03
-1.000000e-01	-1.594910e-03
-1.500000e-01	-1.593907e-03
-2.000000e-01	-1.594487e-03
-2.500000e-01	-1.594097e-03
-3.000000e-01	-1.591450e-03
-3.500000e-01	-1.592590e-03
-4.000000e-01	-1.594990e-03
-4.500000e-01	-1.593963e-03
-5.000000e-01	-1.589437e-03
-5.500000e-01	-1.588957e-03
