Magnetic field (mT)	 Magnetization (arb. units)
1.250000e+02	-1.248520e-03
1.200000e+02	-1.247813e-03
1.150000e+02	-1.252780e-03
1.100000e+02	-1.250103e-03
1.050000e+02	-1.246517e-03
1.000000e+02	-1.244230e-03
9.500000e+01	-1.242293e-03
9.000000e+01	-1.240320e-03
8.500000e+01	-1.242113e-03
8.000000e+01	-1.239620e-03
7.500000e+01	-1.237950e-03
7.000000e+01	-1.232820e-03
6.500000e+01	-1.232913e-03
6.000000e+01	-1.232900e-03
5.900000e+01	-1.232377e-03
5.800000e+01	-1.229513e-03
5.700000e+01	-1.230303e-03
5.600000e+01	-1.230163e-03
5.500000e+01	-1.230703e-03
5.400000e+01	-1.230007e-03
5.300000e+01	-1.228320e-03
5.200000e+01	-1.232250e-03
5.100000e+01	-1.229213e-03
5.000000e+01	-1.228550e-03
4.900000e+01	-1.223233e-03
4.800000e+01	-1.222523e-03
4.700000e+01	-1.224143e-03
4.600000e+01	-1.225617e-03
4.500000e+01	-1.220173e-03
4.400000e+01	-1.220457e-03
4.300000e+01	-1.226143e-03
4.200000e+01	-1.224483e-03
4.100000e+01	-1.218307e-03
4.000000e+01	-1.211297e-03
3.900000e+01	-1.212653e-03
3.800000e+01	-1.213980e-03
3.700000e+01	-1.214303e-03
3.600000e+01	-1.213087e-03
3.500000e+01	-1.209360e-03
3.400000e+01	-1.208717e-03
3.300000e+01	-1.204200e-03
3.200000e+01	-1.206690e-03
3.100000e+01	-1.199137e-03
3.000000e+01	-1.201620e-03
2.900000e+01	-1.200217e-03
2.800000e+01	-1.193260e-03
2.700000e+01	-1.193237e-03
2.600000e+01	-1.195563e-03
2.500000e+01	-1.190000e-03
2.400000e+01	-1.188667e-03
2.300000e+01	-1.187433e-03
2.200000e+01	-1.183963e-03
2.100000e+01	-1.179267e-03
2.000000e+01	-1.179243e-03
1.900000e+01	-1.176570e-03
1.800000e+01	-1.169333e-03
1.700000e+01	-1.169877e-03
1.600000e+01	-1.167823e-03
1.500000e+01	-1.157100e-03
1.400000e+01	-1.158587e-03
1.300000e+01	-1.155933e-03
1.200000e+01	-1.146760e-03
1.100000e+01	-1.146607e-03
1.000000e+01	-1.139463e-03
9.000000e+00	-1.131973e-03
8.000000e+00	-1.125007e-03
7.000000e+00	-1.119423e-03
6.000000e+00	-1.115547e-03
5.000000e+00	-1.103903e-03
4.000000e+00	-1.101463e-03
3.000000e+00	-1.089307e-03
2.000000e+00	-1.079963e-03
1.950000e+00	-1.073003e-03
1.900000e+00	-1.082517e-03
1.850000e+00	-1.079480e-03
1.800000e+00	-1.077883e-03
1.750000e+00	-1.076460e-03
1.700000e+00	-1.077153e-03
1.650000e+00	-1.075530e-03
1.600000e+00	-1.074767e-03
1.550000e+00	-1.077360e-03
1.500000e+00	-1.077580e-03
1.450000e+00	-1.075900e-03
1.400000e+00	-1.075450e-03
1.350000e+00	-1.074263e-03
1.300000e+00	-1.068487e-03
1.250000e+00	-1.076017e-03
1.200000e+00	-1.070317e-03
1.150000e+00	-1.072113e-03
1.100000e+00	-1.069623e-03
1.050000e+00	-1.069187e-03
1.000000e+00	-1.070190e-03
9.500000e-01	-1.069693e-03
9.000000e-01	-1.066393e-03
8.500000e-01	-1.067490e-03
8.000000e-01	-1.069050e-03
7.500000e-01	-1.069100e-03
7.000000e-01	-1.066253e-03
6.500000e-01	-1.063960e-03
6.000000e-01	-1.064797e-03
5.500000e-01	-1.069133e-03
5.000000e-01	-1.062073e-03
4.500000e-01	-1.061510e-03
4.000000e-01	-1.064903e-03
3.500000e-01	-1.059423e-03
3.000000e-01	-1.063617e-03
2.500000e-01	-1.060077e-03
2.000000e-01	-1.059647e-03
1.500000e-01	-1.059860e-03
1.000000e-01	-1.056957e-03
5.000000e-02	-1.055360e-03
0.000000e+00	-1.057380e-03
-5.000000e-02	-1.056163e-03
-1.000000e-01	-1.055113e-03
-1.500000e-01	-1.055397e-03
-2.000000e-01	-1.055437e-03
-2.500000e-01	-1.050020e-03
-3.000000e-01	-1.042083e-03
-3.500000e-01	-9.830937e-04
-4.000000e-01	-8.811380e-04
-4.500000e-01	-5.494877e-04
-5.000000e-01	3.505947e-05
-5.500000e-01	8.887600e-04
-6.000000e-01	8.897203e-04
-6.500000e-01	8.899387e-04
-7.000000e-01	8.912813e-04
-7.500000e-01	8.870640e-04
-8.000000e-01	8.882070e-04
-8.500000e-01	8.901040e-04
-9.000000e-01	8.920170e-04
-9.500000e-01	8.905173e-04
-1.000000e+00	8.900353e-04
-1.050000e+00	8.883553e-04
-1.100000e+00	8.905563e-04
-1.150000e+00	8.911727e-04
-1.200000e+00	8.926910e-04
-1.250000e+00	8.944603e-04
-1.300000e+00	8.960063e-04
-1.350000e+00	8.914360e-04
-1.400000e+00	8.919373e-04
-1.450000e+00	8.956260e-04
-1.500000e+00	8.939203e-04
-1.550000e+00	8.956140e-04
-1.600000e+00	8.968147e-04
-1.650000e+00	8.985453e-04
-1.700000e+00	8.986230e-04
-1.750000e+00	9.019593e-04
-1.800000e+00	9.021723e-04
-1.850000e+00	8.993723e-04
-1.900000e+00	9.011970e-04
-1.950000e+00	9.019880e-04
-2.000000e+00	9.039787e-04
-2.050000e+00	8.996257e-04
-2.100000e+00	9.062590e-04
-2.150000e+00	9.043180e-04
-2.200000e+00	9.049123e-04
-2.250000e+00	9.080447e-04
-2.300000e+00	9.076603e-04
-2.350000e+00	9.091933e-04
-2.400000e+00	9.078463e-04
-2.450000e+00	9.068803e-04
-2.500000e+00	9.077390e-04
-2.550000e+00	9.054927e-04
-2.600000e+00	9.059440e-04
-2.650000e+00	9.079433e-04
-2.700000e+00	9.075610e-04
-2.750000e+00	9.085510e-04
-2.800000e+00	9.084417e-04
-2.850000e+00	9.148613e-04
-2.900000e+00	9.108643e-04
-2.950000e+00	9.071293e-04
-3.000000e+00	9.069977e-04
-3.050000e+00	9.086200e-04
-3.100000e+00	9.100243e-04
-3.150000e+00	9.097793e-04
-3.200000e+00	9.122643e-04
-3.250000e+00	9.136637e-04
-3.300000e+00	9.132000e-04
-3.350000e+00	9.141913e-04
-3.400000e+00	9.120073e-04
-3.450000e+00	9.144683e-04
-3.500000e+00	9.132600e-04
-3.550000e+00	9.144317e-04
-3.600000e+00	9.131723e-04
-3.650000e+00	9.125397e-04
-3.700000e+00	9.126173e-04
-3.750000e+00	9.163850e-04
-3.800000e+00	9.151490e-04
-3.850000e+00	9.144433e-04
-3.900000e+00	9.130657e-04
-3.950000e+00	9.160250e-04
-4.000000e+00	9.150157e-04
-4.050000e+00	9.212323e-04
-4.100000e+00	9.176437e-04
-4.150000e+00	9.124547e-04
-4.200000e+00	9.194320e-04
-4.250000e+00	9.176313e-04
-4.300000e+00	9.160990e-04
-4.350000e+00	9.175607e-04
-4.400000e+00	9.157497e-04
-4.450000e+00	9.209783e-04
-4.500000e+00	9.200833e-04
-4.550000e+00	9.142227e-04
-4.600000e+00	9.151473e-04
-4.650000e+00	9.238877e-04
-4.700000e+00	9.212647e-04
-4.750000e+00	9.184547e-04
-4.800000e+00	9.192497e-04
-4.850000e+00	9.204020e-04
-4.900000e+00	9.276200e-04
-4.950000e+00	9.230137e-04
-5.000000e+00	9.201973e-04
-5.050000e+00	9.240360e-04
-5.100000e+00	9.267150e-04
-5.150000e+00	9.260830e-04
-5.200000e+00	9.229833e-04
-5.250000e+00	9.271417e-04
-5.300000e+00	9.308723e-04
-5.350000e+00	9.271383e-04
-5.400000e+00	9.310767e-04
-5.450000e+00	9.279323e-04
-5.500000e+00	9.318613e-04
-5.550000e+00	9.259057e-04
-5.600000e+00	9.324057e-04
-5.650000e+00	9.318820e-04
-5.700000e+00	9.322483e-04
-5.750000e+00	9.358140e-04
-5.800000e+00	9.333580e-04
-5.850000e+00	9.333583e-04
-5.900000e+00	9.336247e-04
-5.950000e+00	9.347737e-04
-6.000000e+00	9.311650e-04
-6.050000e+00	9.320987e-04
-6.100000e+00	9.355040e-04
-6.150000e+00	9.361297e-04
-6.200000e+00	9.369863e-04
-6.250000e+00	9.312670e-04
-6.300000e+00	9.366523e-04
-6.350000e+00	9.421293e-04
-6.400000e+00	9.338773e-04
-6.450000e+00	9.375953e-04
-6.500000e+00	9.364793e-04
-6.550000e+00	9.364533e-04
-6.600000e+00	9.382850e-04
-6.650000e+00	9.378143e-04
-6.700000e+00	9.378920e-04
-6.750000e+00	9.388413e-04
-6.800000e+00	9.382090e-04
-6.850000e+00	9.396530e-04
-6.900000e+00	9.423853e-04
-6.950000e+00	9.423923e-04
-7.000000e+00	9.434877e-04
-7.050000e+00	9.452190e-04
-7.100000e+00	9.427247e-04
-7.150000e+00	9.427310e-04
-7.200000e+00	9.491940e-04
-7.250000e+00	9.437663e-04
-7.300000e+00	9.412200e-04
-7.350000e+00	9.406940e-04
-7.400000e+00	9.470923e-04
-7.450000e+00	9.436217e-04
-7.500000e+00	9.391060e-04
-7.550000e+00	9.433847e-04
-7.600000e+00	9.494297e-04
-7.650000e+00	9.492090e-04
-7.700000e+00	9.449223e-04
-7.750000e+00	9.436253e-04
-7.800000e+00	9.452033e-04
-7.850000e+00	9.477940e-04
-7.900000e+00	9.455453e-04
-7.950000e+00	9.453257e-04
-8.000000e+00	9.500253e-04
-8.050000e+00	9.450140e-04
-8.100000e+00	9.473413e-04
-8.150000e+00	9.434980e-04
-8.200000e+00	9.455193e-04
-8.250000e+00	9.449800e-04
-8.300000e+00	9.449057e-04
-8.350000e+00	9.472340e-04
-8.400000e+00	9.446920e-04
-8.450000e+00	9.444700e-04
-8.500000e+00	9.488227e-04
-8.550000e+00	9.482673e-04
-8.600000e+00	9.483903e-04
-8.650000e+00	9.514593e-04
-8.700000e+00	9.462873e-04
-8.750000e+00	9.502280e-04
-8.800000e+00	9.493197e-04
-8.850000e+00	9.485850e-04
-8.900000e+00	9.484110e-04
-8.950000e+00	9.465120e-04
-9.000000e+00	9.495427e-04
-9.050000e+00	9.481637e-04
-9.100000e+00	9.470527e-04
-9.150000e+00	9.521317e-04
-9.200000e+00	9.496273e-04
-9.250000e+00	9.489363e-04
-9.300000e+00	9.529717e-04
-9.350000e+00	9.513863e-04
-9.400000e+00	9.481287e-04
-9.450000e+00	9.533013e-04
-9.500000e+00	9.510033e-04
-9.550000e+00	9.511667e-04
-9.600000e+00	9.521057e-04
-9.650000e+00	9.512517e-04
-9.700000e+00	9.533540e-04
-9.750000e+00	9.526290e-04
-9.800000e+00	9.530377e-04
-9.850000e+00	9.520250e-04
-9.900000e+00	9.491527e-04
-9.950000e+00	9.592363e-04
-1.000000e+01	9.543307e-04
-1.100000e+01	9.562587e-04
-1.200000e+01	9.629763e-04
-1.300000e+01	9.673797e-04
-1.400000e+01	9.719483e-04
-1.500000e+01	9.724070e-04
-1.600000e+01	9.715070e-04
-1.700000e+01	9.841343e-04
-1.800000e+01	9.856727e-04
-1.900000e+01	9.878513e-04
-2.000000e+01	9.914143e-04
-2.100000e+01	9.928663e-04
-2.200000e+01	9.941407e-04
-2.300000e+01	1.000018e-03
-2.400000e+01	9.994520e-04
-2.500000e+01	1.003898e-03
-2.600000e+01	1.003280e-03
-2.700000e+01	1.007540e-03
-2.800000e+01	1.004459e-03
-2.900000e+01	1.007320e-03
-3.000000e+01	1.007987e-03
-3.100000e+01	1.013317e-03
-3.200000e+01	1.014550e-03
-3.300000e+01	1.016857e-03
-3.400000e+01	1.017847e-03
-3.500000e+01	1.017287e-03
-3.600000e+01	1.018517e-03
-3.700000e+01	1.023503e-03
-3.800000e+01	1.018647e-03
-3.900000e+01	1.020240e-03
-4.000000e+01	1.023553e-03
-4.100000e+01	1.024793e-03
-4.200000e+01	1.022460e-03
-4.300000e+01	1.022523e-03
-4.400000e+01	1.026007e-03
-4.500000e+01	1.025643e-03
-4.600000e+01	1.026740e-03
-4.700000e+01	1.030550e-03
-4.800000e+01	1.028500e-03
-4.900000e+01	1.033000e-03
-5.000000e+01	1.032570e-03
-5.100000e+01	1.034277e-03
-5.200000e+01	1.029023e-03
-5.300000e+01	1.036357e-03
-5.400000e+01	1.041407e-03
-5.500000e+01	1.038350e-03
-5.600000e+01	1.034783e-03
-5.700000e+01	1.039000e-03
-5.800000e+01	1.040343e-03
-5.900000e+01	1.041387e-03
-6.000000e+01	1.035480e-03
-6.500000e+01	1.036353e-03
-7.000000e+01	1.039603e-03
-7.500000e+01	1.044413e-03
-8.000000e+01	1.044580e-03
-8.500000e+01	1.040143e-03
-9.000000e+01	1.038677e-03
-9.500000e+01	1.042187e-03
-1.000000e+02	1.044157e-03
-1.050000e+02	1.047350e-03
-1.100000e+02	1.046557e-03
-1.150000e+02	1.041353e-03
-1.200000e+02	1.046443e-03
-1.250000e+02	1.047600e-03
-1.200000e+02	1.046357e-03
-1.150000e+02	1.045877e-03
-1.100000e+02	1.047593e-03
-1.050000e+02	1.046143e-03
-1.000000e+02	1.044557e-03
-9.500000e+01	1.041093e-03
-9.000000e+01	1.046903e-03
