Magnetic field (mT)	 Magnetization (arb. units)
1.250000e+02	-1.434020e-03
1.200000e+02	-1.431933e-03
1.150000e+02	-1.429927e-03
1.100000e+02	-1.435150e-03
1.050000e+02	-1.436293e-03
1.000000e+02	-1.431050e-03
9.500000e+01	-1.429383e-03
9.000000e+01	-1.433377e-03
8.500000e+01	-1.431003e-03
8.000000e+01	-1.436050e-03
7.500000e+01	-1.434423e-03
7.000000e+01	-1.433877e-03
6.500000e+01	-1.436307e-03
6.000000e+01	-1.430977e-03
5.900000e+01	-1.434457e-03
5.800000e+01	-1.432353e-03
5.700000e+01	-1.433220e-03
5.600000e+01	-1.429113e-03
5.500000e+01	-1.432193e-03
5.400000e+01	-1.433447e-03
5.300000e+01	-1.432850e-03
5.200000e+01	-1.429400e-03
5.100000e+01	-1.432930e-03
5.000000e+01	-1.436593e-03
4.900000e+01	-1.432407e-03
4.800000e+01	-1.431093e-03
4.700000e+01	-1.432320e-03
4.600000e+01	-1.438843e-03
4.500000e+01	-1.429367e-03
4.400000e+01	-1.433527e-03
4.300000e+01	-1.437143e-03
4.200000e+01	-1.437570e-03
4.100000e+01	-1.431860e-03
4.000000e+01	-1.431307e-03
3.900000e+01	-1.437350e-03
3.800000e+01	-1.435880e-03
3.700000e+01	-1.431050e-03
3.600000e+01	-1.432747e-03
3.500000e+01	-1.434453e-03
3.400000e+01	-1.435210e-03
3.300000e+01	-1.434183e-03
3.200000e+01	-1.437670e-03
3.100000e+01	-1.436300e-03
3.000000e+01	-1.433723e-03
2.900000e+01	-1.432160e-03
2.800000e+01	-1.434733e-03
2.700000e+01	-1.435230e-03
2.600000e+01	-1.430970e-03
2.500000e+01	-1.432497e-03
2.400000e+01	-1.434310e-03
2.300000e+01	-1.434573e-03
2.200000e+01	-1.432620e-03
2.100000e+01	-1.433153e-03
2.000000e+01	-1.433683e-03
1.900000e+01	-1.434867e-03
1.800000e+01	-1.433477e-03
1.700000e+01	-1.434707e-03
1.600000e+01	-1.430967e-03
1.500000e+01	-1.431177e-03
1.400000e+01	-1.430387e-03
1.300000e+01	-1.428110e-03
1.200000e+01	-1.433230e-03
1.100000e+01	-1.433177e-03
1.000000e+01	-1.432837e-03
9.000000e+00	-1.429877e-03
8.000000e+00	-1.431433e-03
7.000000e+00	-1.432797e-03
6.000000e+00	-1.429807e-03
5.000000e+00	-1.428320e-03
4.000000e+00	-1.430943e-03
3.000000e+00	-1.433053e-03
2.000000e+00	-1.425243e-03
1.950000e+00	-1.428457e-03
1.900000e+00	-1.429320e-03
1.850000e+00	-1.432697e-03
1.800000e+00	-1.429737e-03
1.750000e+00	-1.427917e-03
1.700000e+00	-1.432223e-03
1.650000e+00	-1.429727e-03
1.600000e+00	-1.430567e-03
1.550000e+00	-1.429730e-03
1.500000e+00	-1.428360e-03
1.450000e+00	-1.428790e-03
1.400000e+00	-1.426080e-03
1.350000e+00	-1.430183e-03
1.300000e+00	-1.429537e-03
1.250000e+00	-1.427177e-03
1.200000e+00	-1.423253e-03
1.150000e+00	-1.428003e-03
1.100000e+00	-1.425133e-03
1.050000e+00	-1.428577e-03
1.000000e+00	-1.426810e-03
9.500000e-01	-1.429577e-03
9.000000e-01	-1.428393e-03
8.500000e-01	-1.426780e-03
8.000000e-01	-1.431353e-03
7.500000e-01	-1.427980e-03
7.000000e-01	-1.425880e-03
6.500000e-01	-1.424513e-03
6.000000e-01	-1.426297e-03
5.500000e-01	-1.431700e-03
5.000000e-01	-1.422703e-03
4.500000e-01	-1.427427e-03
4.000000e-01	-1.429820e-03
3.500000e-01	-1.426303e-03
3.000000e-01	-1.425363e-03
2.500000e-01	-1.425627e-03
2.000000e-01	-1.426220e-03
1.500000e-01	-1.428160e-03
1.000000e-01	-1.423017e-03
5.000000e-02	-1.426860e-03
0.000000e+00	-1.423950e-03
-5.000000e-02	-1.424387e-03
-1.000000e-01	-1.429360e-03
-1.500000e-01	-1.425693e-03
-2.000000e-01	-1.426443e-03
-2.500000e-01	-1.423510e-03
-3.000000e-01	-1.426210e-03
-3.500000e-01	-1.424523e-03
-4.000000e-01	-1.425877e-03
-4.500000e-01	-1.422960e-03
-5.000000e-01	-1.429987e-03
-5.500000e-01	-1.394097e-03
-6.000000e-01	-1.174238e-03
-6.500000e-01	-7.141493e-04
-7.000000e-01	4.322283e-04
-7.500000e-01	8.388163e-04
-8.000000e-01	8.436123e-04
-8.500000e-01	8.334473e-04
-9.000000e-01	8.334477e-04
-9.500000e-01	8.419503e-04
-1.000000e+00	8.420980e-04
-1.050000e+00	8.352887e-04
-1.100000e+00	8.337443e-04
-1.150000e+00	8.345290e-04
-1.200000e+00	8.406827e-04
-1.250000e+00	8.427380e-04
-1.300000e+00	8.354463e-04
-1.350000e+00	8.347110e-04
-1.400000e+00	8.380220e-04
-1.450000e+00	8.415237e-04
-1.500000e+00	8.327217e-04
-1.550000e+00	8.314220e-04
-1.600000e+00	8.387697e-04
-1.650000e+00	8.312697e-04
-1.700000e+00	8.365227e-04
-1.750000e+00	8.414207e-04
-1.800000e+00	8.387480e-04
-1.850000e+00	8.332440e-04
-1.900000e+00	8.373703e-04
-1.950000e+00	8.377133e-04
-2.000000e+00	8.413387e-04
-2.050000e+00	8.372587e-04
-2.100000e+00	8.321530e-04
-2.150000e+00	8.380047e-04
-2.200000e+00	8.356307e-04
-2.250000e+00	8.367683e-04
-2.300000e+00	8.374293e-04
-2.350000e+00	8.356703e-04
-2.400000e+00	8.408350e-04
-2.450000e+00	8.372430e-04
-2.500000e+00	8.372467e-04
-2.550000e+00	8.313360e-04
-2.600000e+00	8.349870e-04
-2.650000e+00	8.413950e-04
-2.700000e+00	8.425257e-04
-2.750000e+00	8.351573e-04
-2.800000e+00	8.334590e-04
-2.850000e+00	8.373123e-04
-2.900000e+00	8.375020e-04
-2.950000e+00	8.370623e-04
-3.000000e+00	8.340760e-04
-3.050000e+00	8.366083e-04
-3.100000e+00	8.374710e-04
-3.150000e+00	8.374123e-04
-3.200000e+00	8.417973e-04
-3.250000e+00	8.352117e-04
-3.300000e+00	8.326577e-04
-3.350000e+00	8.370297e-04
-3.400000e+00	8.390707e-04
