x-axis,1,2
second,Volt,Volt
-100.0000E-06,+84.8749991E-03,-37.4999046E-03
-99.8000E-06,+84.8749991E-03,+25.0000954E-03
-99.6000E-06,+84.2499991E-03,-37.4999046E-03
-99.4000E-06,+84.8749991E-03,+25.0000954E-03
-99.2000E-06,+84.8749991E-03,+25.0000954E-03
-99.0000E-06,+84.2499991E-03,+25.0000954E-03
-98.8000E-06,+84.2499991E-03,-37.4999046E-03
-98.6000E-06,+84.2499991E-03,+25.0000954E-03
-98.4000E-06,+84.8749991E-03,+25.0000954E-03
-98.2000E-06,+84.2499991E-03,-37.4999046E-03
-98.0000E-06,+84.2499991E-03,-37.4999046E-03
-97.8000E-06,+84.2499991E-03,-37.4999046E-03
-97.6000E-06,+84.2499991E-03,+25.0000954E-03
-97.4000E-06,+84.8749991E-03,-37.4999046E-03
-97.2000E-06,+84.2499991E-03,-37.4999046E-03
-97.0000E-06,+83.6249992E-03,+25.0000954E-03
-96.8000E-06,+84.2499991E-03,-37.4999046E-03
-96.6000E-06,+83.6249992E-03,+25.0000954E-03
-96.4000E-06,+83.6249992E-03,-37.4999046E-03
-96.2000E-06,+82.9999992E-03,-37.4999046E-03
-96.0000E-06,+82.9999992E-03,-37.4999046E-03
-95.8000E-06,+82.9999992E-03,+25.0000954E-03
-95.6000E-06,+82.9999992E-03,-37.4999046E-03
-95.4000E-06,+82.3749992E-03,+25.0000954E-03
-95.2000E-06,+83.6249992E-03,-37.4999046E-03
-95.0000E-06,+82.9999992E-03,-37.4999046E-03
-94.8000E-06,+82.9999992E-03,-37.4999046E-03
-94.6000E-06,+82.9999992E-03,-37.4999046E-03
-94.4000E-06,+83.6249992E-03,-37.4999046E-03
-94.2000E-06,+83.6249992E-03,-37.4999046E-03
-94.0000E-06,+82.9999992E-03,-37.4999046E-03
-93.8000E-06,+82.3749992E-03,-37.4999046E-03
-93.6000E-06,+82.3749992E-03,-37.4999046E-03
-93.4000E-06,+82.3749992E-03,+25.0000954E-03
-93.2000E-06,+82.9999992E-03,-37.4999046E-03
-93.0000E-06,+82.3749992E-03,+25.0000954E-03
-92.8000E-06,+82.3749992E-03,-37.4999046E-03
-92.6000E-06,+82.3749992E-03,-37.4999046E-03
-92.4000E-06,+82.3749992E-03,-37.4999046E-03
-92.2000E-06,+82.9999992E-03,-37.4999046E-03
-92.0000E-06,+82.3749992E-03,-37.4999046E-03
-91.8000E-06,+81.7499992E-03,+25.0000954E-03
-91.6000E-06,+82.3749992E-03,+25.0000954E-03
-91.4000E-06,+82.3749992E-03,-37.4999046E-03
