x-axis,1,2
second,Volt,Volt
-25.55600E-06,+98.22499832E-03,+32.50009537E-03
-25.50600E-06,+99.47499829E-03,-29.99990463E-03
-25.45600E-06,+99.62499829E-03,+17.50009537E-03
-25.40600E-06,+99.62499829E-03,-29.99990463E-03
-25.35600E-06,+96.32499836E-03,-37.49990463E-03
-25.30600E-06,+102.47499822E-03,+17.50009537E-03
-25.25600E-06,+101.72499824E-03,+25.00009537E-03
-25.20600E-06,+102.59999822E-03,-29.99990463E-03
-25.15600E-06,+100.54999826E-03,-37.49990463E-03
-25.10600E-06,+99.69999828E-03,+17.50009537E-03
-25.05600E-06,+99.62499829E-03,+80.00009537E-03
-25.00600E-06,+100.72499826E-03,-22.49990463E-03
-24.95600E-06,+99.22499829E-03,-37.49990463E-03
-24.90600E-06,+100.64999826E-03,+17.50009537E-03
-24.85600E-06,+99.77499828E-03,+25.00009537E-03
-24.80600E-06,+99.62499829E-03,-29.99990463E-03
-24.75600E-06,+99.07499830E-03,+17.50009537E-03
-24.70600E-06,+99.54999829E-03,+25.00009537E-03
-24.65600E-06,+99.07499830E-03,+25.00009537E-03
-24.60600E-06,+98.99999830E-03,-29.99990463E-03
-24.55600E-06,+98.44999831E-03,-37.49990463E-03
-24.50600E-06,+99.47499829E-03,+17.50009537E-03
-24.45600E-06,+99.07499830E-03,+25.00009537E-03
-24.40600E-06,+98.99999830E-03,-29.99990463E-03
-24.35600E-06,+98.44999831E-03,-37.49990463E-03
-24.30600E-06,+98.37499831E-03,+17.50009537E-03
-24.25600E-06,+98.92499830E-03,+80.00009537E-03
-24.20600E-06,+99.54999829E-03,-22.49990463E-03
-24.15600E-06,+99.07499830E-03,-37.49990463E-03
-24.10600E-06,+98.99999830E-03,+17.50009537E-03
-24.05600E-06,+100.09999827E-03,+80.00009537E-03
-24.00600E-06,+99.69999828E-03,-22.49990463E-03
-23.95600E-06,+98.52499831E-03,-37.49990463E-03
-23.90600E-06,+98.92499830E-03,+17.50009537E-03
-23.85600E-06,+99.54999829E-03,+25.00009537E-03
-23.80600E-06,+97.97499832E-03,-29.99990463E-03
-23.75600E-06,+97.74999833E-03,-37.49990463E-03
-23.70600E-06,+98.84999830E-03,-37.49990463E-03
-23.65600E-06,+98.99999830E-03,+72.50009537E-03
-23.60600E-06,+98.99999830E-03,-22.49990463E-03
-23.55600E-06,+98.44999831E-03,+17.50009537E-03
-23.50600E-06,+98.92499830E-03,+25.00009537E-03
-23.45600E-06,+98.99999830E-03,+25.00009537E-03
-23.40600E-06,+98.99999830E-03,-29.99990463E-03
