x-axis,1,2
second,Volt,Volt
-5.56000E-06,+90.87499848E-03,-37.49990463E-03
-5.55000E-06,+89.62499851E-03,-37.49990463E-03
-5.54000E-06,+89.62499851E-03,-37.49990463E-03
-5.53000E-06,+88.99999852E-03,-37.49990463E-03
-5.52000E-06,+89.62499851E-03,-37.49990463E-03
-5.51000E-06,+88.99999852E-03,-37.49990463E-03
-5.50000E-06,+89.62499851E-03,+25.00009537E-03
-5.49000E-06,+88.99999852E-03,-37.49990463E-03
-5.48000E-06,+89.62499851E-03,-37.49990463E-03
-5.47000E-06,+88.99999852E-03,-37.49990463E-03
-5.46000E-06,+89.62499851E-03,+25.00009537E-03
-5.45000E-06,+88.99999852E-03,-37.49990463E-03
-5.44000E-06,+89.62499851E-03,-37.49990463E-03
-5.43000E-06,+88.99999852E-03,-37.49990463E-03
-5.42000E-06,+90.24999849E-03,-37.49990463E-03
-5.41000E-06,+88.99999852E-03,-37.49990463E-03
-5.40000E-06,+89.62499851E-03,-37.49990463E-03
-5.39000E-06,+88.99999852E-03,-37.49990463E-03
-5.38000E-06,+89.62499851E-03,+87.50009537E-03
-5.37000E-06,+88.37499854E-03,-37.49990463E-03
-5.36000E-06,+89.62499851E-03,-37.49990463E-03
-5.35000E-06,+88.37499854E-03,-37.49990463E-03
-5.34000E-06,+88.99999852E-03,+87.50009537E-03
-5.33000E-06,+88.37499854E-03,-37.49990463E-03
-5.32000E-06,+89.62499851E-03,-37.49990463E-03
-5.31000E-06,+88.99999852E-03,-37.49990463E-03
-5.30000E-06,+89.62499851E-03,-37.49990463E-03
-5.29000E-06,+88.37499854E-03,-37.49990463E-03
-5.28000E-06,+89.62499851E-03,-37.49990463E-03
-5.27000E-06,+88.99999852E-03,-37.49990463E-03
-5.26000E-06,+88.99999852E-03,-37.49990463E-03
-5.25000E-06,+88.37499854E-03,-37.49990463E-03
-5.24000E-06,+89.62499851E-03,-37.49990463E-03
-5.23000E-06,+88.37499854E-03,-37.49990463E-03
-5.22000E-06,+89.62499851E-03,-37.49990463E-03
-5.21000E-06,+88.37499854E-03,+25.00009537E-03
-5.20000E-06,+89.62499851E-03,-37.49990463E-03
-5.19000E-06,+88.99999852E-03,-37.49990463E-03
-5.18000E-06,+88.99999852E-03,+25.00009537E-03
-5.17000E-06,+88.37499854E-03,-37.49990463E-03
-5.16000E-06,+89.62499851E-03,-37.49990463E-03
-5.15000E-06,+88.37499854E-03,-37.49990463E-03
-5.14000E-06,+88.37499854E-03,-37.49990463E-03
-5.13000E-06,+88.37499854E-03,-37.49990463E-03
